"state","sex","age","pop","year"
"Missouri","Female","10 to 14 years",190840,2017
"Montana","Female","10 to 14 years",30155,2017
"Nebraska","Female","10 to 14 years",63515,2017
"New Hampshire","Female","10 to 14 years",37882,2017
"Nevada","Female","10 to 14 years",92206,2017
"New Jersey","Female","10 to 14 years",278377,2017
"New Mexico","Female","10 to 14 years",69519,2017
"New York","Female","10 to 14 years",566957,2017
"North Carolina","Female","10 to 14 years",318713,2017
"North Dakota","Female","10 to 14 years",21197,2017
"Ohio","Female","10 to 14 years",366507,2017
"Oklahoma","Female","10 to 14 years",130169,2017
"Oregon","Female","10 to 14 years",117326,2017
"Pennsylvania","Female","10 to 14 years",371280,2017
"Rhode Island","Female","10 to 14 years",29953,2017
"South Carolina","Female","10 to 14 years",150326,2017
"South Dakota","Female","10 to 14 years",27942,2017
"Tennessee","Female","10 to 14 years",207515,2017
"Texas","Female","10 to 14 years",985115,2017
"Utah","Female","10 to 14 years",120907,2017
"Vermont","Female","10 to 14 years",16730,2017
"Virginia","Female","10 to 14 years",252751,2017
"West Virginia","Female","10 to 14 years",52170,2017
"Washington","Female","10 to 14 years",216901,2017
"Wyoming","Female","10 to 14 years",18070,2017
"Wisconsin","Female","10 to 14 years",179956,2017
"Puerto Rico","Female","15 to 17 years",70105,2017
"Alabama","Female","15 to 17 years",94446,2017
"Alaska","Female","15 to 17 years",14358,2017
"Arizona","Female","15 to 17 years",134439,2017
"Arkansas","Female","15 to 17 years",58041,2017
"California","Female","15 to 17 years",758227,2017
"Colorado","Female","15 to 17 years",100745,2017
"Connecticut","Female","15 to 17 years",70005,2017
"District of Columbia","Female","15 to 17 years",7741,2017
"Delaware","Female","15 to 17 years",16965,2017
"Florida","Female","15 to 17 years",351404,2017
"Georgia","Female","15 to 17 years",208709,2017
"Hawaii","Female","15 to 17 years",23253,2017
"Idaho","Female","15 to 17 years",35111,2017
"Illinois","Female","15 to 17 years",252234,2017
"Indiana","Female","15 to 17 years",133582,2017
"Iowa","Female","15 to 17 years",59836,2017
"Kansas","Female","15 to 17 years",57822,2017
"Kentucky","Female","15 to 17 years",83970,2017
"Maine","Female","15 to 17 years",23180,2017
"Louisiana","Female","15 to 17 years",90074,2017
"Massachusetts","Female","15 to 17 years",122235,2017
"Maryland","Female","15 to 17 years",113044,2017
"Michigan","Female","15 to 17 years",195376,2017
"Minnesota","Female","15 to 17 years",104420,2017
"Mississippi","Female","15 to 17 years",60551,2017
"Missouri","Female","15 to 17 years",116570,2017
"Montana","Female","15 to 17 years",18178,2017
"Nebraska","Female","15 to 17 years",36804,2017
"New Hampshire","Female","15 to 17 years",24144,2017
"Nevada","Female","15 to 17 years",54342,2017
"New Jersey","Female","15 to 17 years",172868,2017
"New Mexico","Female","15 to 17 years",40990,2017
"New York","Female","15 to 17 years",355295,2017
"North Carolina","Female","15 to 17 years",192021,2017
"North Dakota","Female","15 to 17 years",12388,2017
"Ohio","Female","15 to 17 years",225514,2017
"Oklahoma","Female","15 to 17 years",75969,2017
"Oregon","Female","15 to 17 years",71323,2017
"Pennsylvania","Female","15 to 17 years",231756,2017
"Rhode Island","Female","15 to 17 years",18732,2017
"South Carolina","Female","15 to 17 years",90938,2017
"South Dakota","Female","15 to 17 years",15765,2017
"Tennessee","Female","15 to 17 years",124831,2017
"Texas","Female","15 to 17 years",581696,2017
"Utah","Female","15 to 17 years",69731,2017
"Vermont","Female","15 to 17 years",11003,2017
"Virginia","Female","15 to 17 years",154122,2017
"West Virginia","Female","15 to 17 years",31828,2017
"Washington","Female","15 to 17 years",130369,2017
"Wyoming","Female","15 to 17 years",10258,2017
"Wisconsin","Female","15 to 17 years",110220,2017
"Puerto Rico","Female","18 and 19 years",47997,2017
"Alabama","Female","18 and 19 years",66093,2017
"Alaska","Female","18 and 19 years",8252,2017
"Arizona","Female","18 and 19 years",91350,2017
"Arkansas","Female","18 and 19 years",39798,2017
"California","Female","18 and 19 years",516520,2017
"Colorado","Female","18 and 19 years",67935,2017
"Connecticut","Female","18 and 19 years",52034,2017
"District of Columbia","Female","18 and 19 years",11803,2017
"Delaware","Female","18 and 19 years",12692,2017
"Florida","Female","18 and 19 years",228159,2017
"Georgia","Female","18 and 19 years",141139,2017
"Hawaii","Female","18 and 19 years",14438,2017
"Idaho","Female","18 and 19 years",22233,2017
"Illinois","Female","18 and 19 years",165934,2017
"Indiana","Female","18 and 19 years",90661,2017
"Iowa","Female","18 and 19 years",44446,2017
"Kansas","Female","18 and 19 years",39320,2017
"Kentucky","Female","18 and 19 years",57281,2017
"Maine","Female","18 and 19 years",16445,2017
"Louisiana","Female","18 and 19 years",56884,2017
"Massachusetts","Female","18 and 19 years",106085,2017
"Maryland","Female","18 and 19 years",77247,2017
"Michigan","Female","18 and 19 years",134144,2017
"Minnesota","Female","18 and 19 years",70102,2017
"Mississippi","Female","18 and 19 years",44164,2017
"Missouri","Female","18 and 19 years",77545,2017
"Montana","Female","18 and 19 years",12720,2017
"Nebraska","Female","18 and 19 years",25966,2017
"New Hampshire","Female","18 and 19 years",19213,2017
"Nevada","Female","18 and 19 years",31044,2017
"New Jersey","Female","18 and 19 years",106197,2017
"New Mexico","Female","18 and 19 years",26927,2017
"New York","Female","18 and 19 years",261333,2017
"North Carolina","Female","18 and 19 years",133095,2017
"North Dakota","Female","18 and 19 years",10433,2017
"Ohio","Female","18 and 19 years",152194,2017
"Oklahoma","Female","18 and 19 years",49838,2017
"Oregon","Female","18 and 19 years",48298,2017
"Pennsylvania","Female","18 and 19 years",176331,2017
"Rhode Island","Female","18 and 19 years",18235,2017
"South Carolina","Female","18 and 19 years",65821,2017
"South Dakota","Female","18 and 19 years",11213,2017
"Tennessee","Female","18 and 19 years",81020,2017
"Texas","Female","18 and 19 years",370681,2017
"Utah","Female","18 and 19 years",44010,2017
"Vermont","Female","18 and 19 years",10228,2017
"Virginia","Female","18 and 19 years",114459,2017
"West Virginia","Female","18 and 19 years",21363,2017
"Washington","Female","18 and 19 years",84019,2017
"Wyoming","Female","18 and 19 years",7284,2017
"Wisconsin","Female","18 and 19 years",77363,2017
"Puerto Rico","Female","20 years",27214,2017
"Alabama","Female","20 years",35702,2017
"Alaska","Female","20 years",4776,2017
"Arizona","Female","20 years",49619,2017
"Arkansas","Female","20 years",20586,2017
"California","Female","20 years",279481,2017
"Colorado","Female","20 years",35682,2017
"Connecticut","Female","20 years",25643,2017
"District of Columbia","Female","20 years",6058,2017
"Delaware","Female","20 years",7354,2017
"Florida","Female","20 years",134195,2017
"Georgia","Female","20 years",73397,2017
"Hawaii","Female","20 years",7893,2017
"Idaho","Female","20 years",11909,2017
"Illinois","Female","20 years",87132,2017
"Indiana","Female","20 years",51154,2017
"Iowa","Female","20 years",24386,2017
"Kansas","Female","20 years",21091,2017
"Kentucky","Female","20 years",32578,2017
"Maine","Female","20 years",8752,2017
"Louisiana","Female","20 years",35598,2017
"Massachusetts","Female","20 years",51759,2017
"Maryland","Female","20 years",37454,2017
"Michigan","Female","20 years",73103,2017
"Minnesota","Female","20 years",35474,2017
"Mississippi","Female","20 years",22784,2017
"Missouri","Female","20 years",43726,2017
"Montana","Female","20 years",6672,2017
"Nebraska","Female","20 years",14888,2017
"New Hampshire","Female","20 years",8740,2017
"Nevada","Female","20 years",17547,2017
"New Jersey","Female","20 years",55340,2017
"New Mexico","Female","20 years",14989,2017
"New York","Female","20 years",141197,2017
"North Carolina","Female","20 years",69332,2017
"North Dakota","Female","20 years",5609,2017
"Ohio","Female","20 years",79521,2017
"Oklahoma","Female","20 years",29585,2017
"Oregon","Female","20 years",27037,2017
"Pennsylvania","Female","20 years",88338,2017
"Rhode Island","Female","20 years",9570,2017
"South Carolina","Female","20 years",32871,2017
"South Dakota","Female","20 years",5803,2017
"Tennessee","Female","20 years",44873,2017
"Texas","Female","20 years",198476,2017
"Utah","Female","20 years",22987,2017
"Vermont","Female","20 years",4992,2017
"Virginia","Female","20 years",57980,2017
"West Virginia","Female","20 years",13371,2017
"Washington","Female","20 years",47146,2017
"Wyoming","Female","20 years",4247,2017
"Wisconsin","Female","20 years",40275,2017
"Puerto Rico","Female","21 years",26178,2017
"Alabama","Female","21 years",34486,2017
"Alaska","Female","21 years",5039,2017
"Arizona","Female","21 years",47405,2017
"Arkansas","Female","21 years",20818,2017
"California","Female","21 years",276047,2017
"Colorado","Female","21 years",35616,2017
"Connecticut","Female","21 years",23947,2017
"District of Columbia","Female","21 years",5872,2017
"Delaware","Female","21 years",5638,2017
"Florida","Female","21 years",127580,2017
"Georgia","Female","21 years",70523,2017
"Hawaii","Female","21 years",8484,2017
"Idaho","Female","21 years",10904,2017
"Illinois","Female","21 years",88549,2017
"Indiana","Female","21 years",48883,2017
"Iowa","Female","21 years",22597,2017
"Kansas","Female","21 years",20555,2017
"Kentucky","Female","21 years",31715,2017
"Maine","Female","21 years",8171,2017
"Louisiana","Female","21 years",34716,2017
"Massachusetts","Female","21 years",51666,2017
"Maryland","Female","21 years",37417,2017
"Michigan","Female","21 years",73589,2017
"Minnesota","Female","21 years",35775,2017
"Mississippi","Female","21 years",24263,2017
"Missouri","Female","21 years",42757,2017
"Montana","Female","21 years",7260,2017
"Nebraska","Female","21 years",12923,2017
"New Hampshire","Female","21 years",9358,2017
"Nevada","Female","21 years",18155,2017
"New Jersey","Female","21 years",55987,2017
"New Mexico","Female","21 years",14848,2017
"New York","Female","21 years",138484,2017
"North Carolina","Female","21 years",68340,2017
"North Dakota","Female","21 years",5913,2017
"Ohio","Female","21 years",78705,2017
"Oklahoma","Female","21 years",28397,2017
"Oregon","Female","21 years",26759,2017
"Pennsylvania","Female","21 years",89249,2017
"Rhode Island","Female","21 years",8956,2017
"South Carolina","Female","21 years",34021,2017
"South Dakota","Female","21 years",5912,2017
"Tennessee","Female","21 years",45554,2017
"Texas","Female","21 years",192486,2017
"Utah","Female","21 years",26091,2017
"Vermont","Female","21 years",4841,2017
"Virginia","Female","21 years",57686,2017
"West Virginia","Female","21 years",11879,2017
"Washington","Female","21 years",45440,2017
"Wyoming","Female","21 years",3628,2017
"Wisconsin","Female","21 years",40943,2017
"Puerto Rico","Female","22 to 24 years",69755,2017
"Alabama","Female","22 to 24 years",97240,2017
"Alaska","Female","22 to 24 years",15091,2017
"Arizona","Female","22 to 24 years",134933,2017
"Arkansas","Female","22 to 24 years",59053,2017
"California","Female","22 to 24 years",823885,2017
"Colorado","Female","22 to 24 years",107255,2017
"Connecticut","Female","22 to 24 years",68436,2017
"District of Columbia","Female","22 to 24 years",17490,2017
"Delaware","Female","22 to 24 years",18038,2017
"Florida","Female","22 to 24 years",371029,2017
"Georgia","Female","22 to 24 years",207233,2017
"Hawaii","Female","22 to 24 years",27597,2017
"Idaho","Female","22 to 24 years",30651,2017
"Illinois","Female","22 to 24 years",260675,2017
"Indiana","Female","22 to 24 years",135003,2017
"Iowa","Female","22 to 24 years",64454,2017
"Kansas","Female","22 to 24 years",61132,2017
"Kentucky","Female","22 to 24 years",84199,2017
"Maine","Female","22 to 24 years",21217,2017
"Louisiana","Female","22 to 24 years",97229,2017
"Massachusetts","Female","22 to 24 years",140655,2017
"Maryland","Female","22 to 24 years",118704,2017
"Michigan","Female","22 to 24 years",206914,2017
"Minnesota","Female","22 to 24 years",107119,2017
"Mississippi","Female","22 to 24 years",58838,2017
"Missouri","Female","22 to 24 years",122048,2017
"Montana","Female","22 to 24 years",20842,2017
"Nebraska","Female","22 to 24 years",39030,2017
"New Hampshire","Female","22 to 24 years",25537,2017
"Nevada","Female","22 to 24 years",54773,2017
"New Jersey","Female","22 to 24 years",169356,2017
"New Mexico","Female","22 to 24 years",41851,2017
"New York","Female","22 to 24 years",418126,2017
"North Carolina","Female","22 to 24 years",200123,2017
"North Dakota","Female","22 to 24 years",19726,2017
"Ohio","Female","22 to 24 years",227258,2017
"Oklahoma","Female","22 to 24 years",78966,2017
"Oregon","Female","22 to 24 years",75500,2017
"Pennsylvania","Female","22 to 24 years",244454,2017
"Rhode Island","Female","22 to 24 years",21527,2017
"South Carolina","Female","22 to 24 years",98131,2017
"South Dakota","Female","22 to 24 years",17311,2017
"Tennessee","Female","22 to 24 years",135296,2017
"Texas","Female","22 to 24 years",568338,2017
"Utah","Female","22 to 24 years",74167,2017
"Vermont","Female","22 to 24 years",12391,2017
"Virginia","Female","22 to 24 years",166698,2017
"West Virginia","Female","22 to 24 years",34129,2017
"Washington","Female","22 to 24 years",139657,2017
"Wyoming","Female","22 to 24 years",11161,2017
"Wisconsin","Female","22 to 24 years",116995,2017
"Puerto Rico","Female","25 to 29 years",113790,2017
"Alabama","Female","25 to 29 years",163430,2017
"Alaska","Female","25 to 29 years",28993,2017
"Arizona","Female","25 to 29 years",225438,2017
"Arkansas","Female","25 to 29 years",98746,2017
"California","Female","25 to 29 years",1445607,2017
"Colorado","Female","25 to 29 years",198541,2017
"Connecticut","Female","25 to 29 years",107250,2017
"District of Columbia","Female","25 to 29 years",44267,2017
"Delaware","Female","25 to 29 years",32671,2017
"Florida","Female","25 to 29 years",657451,2017
"Georgia","Female","25 to 29 years",357017,2017
"Hawaii","Female","25 to 29 years",49222,2017
"Idaho","Female","25 to 29 years",53113,2017
"Illinois","Female","25 to 29 years",441839,2017
"Indiana","Female","25 to 29 years",213301,2017
"Iowa","Female","25 to 29 years",94157,2017
"Kansas","Female","25 to 29 years",92478,2017
"Kentucky","Female","25 to 29 years",143474,2017
"Maine","Female","25 to 29 years",38626,2017
"Louisiana","Female","25 to 29 years",171601,2017
"Massachusetts","Female","25 to 29 years",245067,2017
"Maryland","Female","25 to 29 years",208734,2017
"Michigan","Female","25 to 29 years",308788,2017
"Minnesota","Female","25 to 29 years",179003,2017
"Mississippi","Female","25 to 29 years",100204,2017
"Missouri","Female","25 to 29 years",202976,2017
"Montana","Female","25 to 29 years",31331,2017
"Nebraska","Female","25 to 29 years",60333,2017
"New Hampshire","Female","25 to 29 years",37926,2017
"Nevada","Female","25 to 29 years",103976,2017
"New Jersey","Female","25 to 29 years",279738,2017
"New Mexico","Female","25 to 29 years",67778,2017
"New York","Female","25 to 29 years",749986,2017
"North Carolina","Female","25 to 29 years",340116,2017
"North Dakota","Female","25 to 29 years",26673,2017
"Ohio","Female","25 to 29 years",377161,2017
"Oklahoma","Female","25 to 29 years",133356,2017
"Oregon","Female","25 to 29 years",136596,2017
"Pennsylvania","Female","25 to 29 years",418669,2017
"Rhode Island","Female","25 to 29 years",36001,2017
"South Carolina","Female","25 to 29 years",166620,2017
"South Dakota","Female","25 to 29 years",27021,2017
"Tennessee","Female","25 to 29 years",227058,2017
"Texas","Female","25 to 29 years",987587,2017
"Utah","Female","25 to 29 years",109128,2017
"Vermont","Female","25 to 29 years",17470,2017
"Virginia","Female","25 to 29 years",289149,2017
"West Virginia","Female","25 to 29 years",53537,2017
"Washington","Female","25 to 29 years",256216,2017
"Wyoming","Female","25 to 29 years",19231,2017
"Wisconsin","Female","25 to 29 years",173825,2017
"Puerto Rico","Female","30 to 34 years",109460,2017
"Alabama","Female","30 to 34 years",155531,2017
"Alaska","Female","30 to 34 years",26523,2017
"Arizona","Female","30 to 34 years",218397,2017
"Arkansas","Female","30 to 34 years",95026,2017
"California","Female","30 to 34 years",1384358,2017
"Colorado","Female","30 to 34 years",198656,2017
"Connecticut","Female","30 to 34 years",110221,2017
